"Mon Apr 03 14:57:04 PDT 2017",Infinity
"Mon Apr 03 14:59:19 PDT 2017",Infinity
"Mon Apr 03 15:03:51 PDT 2017",Infinity
"Mon Apr 03 15:04:27 PDT 2017",Infinity
"Mon Apr 03 15:04:36 PDT 2017",Infinity
"Mon Apr 03 15:04:52 PDT 2017",Infinity
"Mon Apr 03 15:05:00 PDT 2017",Infinity
"Mon Apr 03 15:05:50 PDT 2017",Infinity
"Mon Apr 03 15:08:02 PDT 2017",Infinity
"Mon Apr 03 15:11:09 PDT 2017",285.61654135338347
"Mon Apr 03 15:11:54 PDT 2017",299.1503759398496
"Mon Apr 03 15:13:27 PDT 2017",327.12030075187965
"Mon Apr 03 15:14:07 PDT 2017",339.15037593984965
"Mon Apr 03 15:14:26 PDT 2017",345.16541353383457
"Mon Apr 03 15:15:39 PDT 2017",366.81954887218046
"Mon Apr 03 15:15:55 PDT 2017",371.63157894736844
"Mon Apr 03 15:18:34 PDT 2017",191.2971114167813
"Mon Apr 03 15:20:18 PDT 2017",97.9466754443713
"Mon Apr 03 15:20:55 PDT 2017",100.31665569453588
"Mon Apr 03 15:21:59 PDT 2017",104.52995391705069
"Mon Apr 03 15:28:41 PDT 2017",78.23335309227426
"Mon Apr 03 15:30:35 PDT 2017",70.66046668921203
"Mon Apr 03 15:38:27 PDT 2017",34.53696337950898
"Mon Apr 03 15:39:03 PDT 2017",35.04443834864902
"Mon Apr 03 15:41:54 PDT 2017",35.78780311493724
"Mon Apr 03 15:44:54 PDT 2017",33.61940732132481
"Mon Apr 03 15:47:01 PDT 2017",31.071476527397614
"Mon Apr 03 15:47:30 PDT 2017",31.381345865826574
"Mon Apr 03 15:48:59 PDT 2017",32.2902959252182
"Mon Apr 03 15:52:38 PDT 2017",23.59537675515381
"Mon Apr 03 15:55:05 PDT 2017",23.77821119127343
"Mon Apr 03 15:57:12 PDT 2017",23.414441049899803
"Mon Apr 03 15:58:56 PDT 2017",24.104300121546597
"Mon Apr 03 15:59:25 PDT 2017",24.288262540652408
"Mon Apr 03 16:01:35 PDT 2017",24.48190842138969
"Mon Apr 03 16:01:38 PDT 2017",24.501120717259045
"Mon Apr 03 16:02:03 PDT 2017",24.66762728146013
"Mon Apr 03 16:03:54 PDT 2017",24.49122752730761
"Mon Apr 03 16:04:55 PDT 2017",23.54625550660793
"Mon Apr 03 16:05:48 PDT 2017",23.86343612334802
"Mon Apr 03 16:06:11 PDT 2017",23.998531571218795
"Mon Apr 03 16:06:51 PDT 2017",23.740130726482192
"Mon Apr 03 16:07:49 PDT 2017",24.06838665092574
"Mon Apr 03 16:09:41 PDT 2017",22.760742889072187
"Mon Apr 03 16:09:43 PDT 2017",22.771385998988904
"Mon Apr 03 16:10:17 PDT 2017",22.952318867573105
"Mon Apr 03 16:12:21 PDT 2017",23.61751323736796
"Mon Apr 03 16:12:47 PDT 2017",23.75587366628529
"Mon Apr 03 16:14:23 PDT 2017",23.772988205824028
"Mon Apr 03 16:20:33 PDT 2017",24.740084006136975
"Mon Apr 03 16:21:09 PDT 2017",24.921175079856134
"Mon Apr 03 16:22:52 PDT 2017",24.185682112223876
"Mon Apr 03 16:23:53 PDT 2017",24.477981695337583
"Mon Apr 03 16:23:55 PDT 2017",24.48756528822656
"Mon Apr 03 16:24:28 PDT 2017",24.645694570894626
"Mon Apr 03 16:25:20 PDT 2017",24.894867986007952
"Mon Apr 03 16:25:21 PDT 2017",24.899659782452442
"Mon Apr 03 16:25:54 PDT 2017",24.504174092486632
"Mon Apr 03 16:26:31 PDT 2017",24.677703780133193
"Mon Apr 03 16:27:16 PDT 2017",24.37632431687082
"Mon Apr 03 16:27:25 PDT 2017",24.41309493714522
"Mon Apr 03 16:28:42 PDT 2017",24.77160848482063
"Mon Apr 03 16:29:02 PDT 2017",24.858938707972328
"Mon Apr 03 16:30:12 PDT 2017",23.625494476989257
"Mon Apr 03 16:30:33 PDT 2017",23.71628369468883
"Mon Apr 03 16:31:13 PDT 2017",23.889215537926116
"Mon Apr 03 16:32:45 PDT 2017",24.291282073452802
"Mon Apr 03 16:32:46 PDT 2017",24.291282073452802
"Mon Apr 03 16:34:53 PDT 2017",23.929095762429096
"Mon Apr 03 16:38:04 PDT 2017",20.82165537492703
"Mon Apr 03 16:38:40 PDT 2017",20.06192286800652
"Mon Apr 03 16:38:54 PDT 2017",20.112846279196088
"Mon Apr 03 16:40:25 PDT 2017",20.119405483212265
"Mon Apr 03 16:40:31 PDT 2017",20.14283801426037
"Mon Apr 03 16:41:24 PDT 2017",20.032119560729917
"Mon Apr 03 16:44:30 PDT 2017",20.014155858729982
"Mon Apr 03 16:44:45 PDT 2017",20.062250509001714
"Mon Apr 03 16:45:02 PDT 2017",19.81443673656432
"Mon Apr 03 16:47:31 PDT 2017",17.547842969858035
"Mon Apr 03 16:48:47 PDT 2017",17.75714305385346
"Mon Apr 03 16:50:36 PDT 2017",17.181579327649402
"Mon Apr 03 16:53:38 PDT 2017",17.498886472265998
"Mon Apr 03 16:53:56 PDT 2017",17.545771850539833
"Mon Apr 03 16:55:09 PDT 2017",17.45802486560002
"Mon Apr 03 16:55:23 PDT 2017",17.49395039710543
"Mon Apr 03 16:56:15 PDT 2017",17.62995419494733
"Mon Apr 03 16:56:28 PDT 2017",17.66074750766625
"Mon Apr 03 16:59:03 PDT 2017",18.061060573012227
"Mon Apr 03 17:02:05 PDT 2017",18.52552637318929
"Mon Apr 03 17:03:20 PDT 2017",17.78789360453745
"Mon Apr 03 17:04:34 PDT 2017",17.96636025816546
"Mon Apr 03 17:05:25 PDT 2017",17.949514068358024
"Mon Apr 03 17:06:40 PDT 2017",17.65830572645528
"Mon Apr 03 17:08:45 PDT 2017",16.980984026132933
"Mon Apr 03 17:09:19 PDT 2017",17.057317333273463
"Mon Apr 03 17:11:53 PDT 2017",17.256937948238228
"Mon Apr 03 17:12:53 PDT 2017",17.26244664145268
"Mon Apr 03 17:14:07 PDT 2017",17.035803190683378
"Mon Apr 03 17:16:39 PDT 2017",15.86933868931025
"Mon Apr 03 17:16:49 PDT 2017",15.88922474222704
"Mon Apr 03 17:20:41 PDT 2017",15.991364118740933
"Mon Apr 03 17:21:08 PDT 2017",16.043938818627023
"Mon Apr 03 17:23:28 PDT 2017",15.924570319191456
"Mon Apr 03 17:23:42 PDT 2017",15.951217191039039
