"Mon Apr 03 14:57:48 PDT 2017",Infinity
"Mon Apr 03 14:59:05 PDT 2017",Infinity
"Mon Apr 03 15:00:36 PDT 2017",Infinity
"Mon Apr 03 15:07:46 PDT 2017",Infinity
"Mon Apr 03 15:08:43 PDT 2017",Infinity
"Mon Apr 03 15:12:51 PDT 2017",Infinity
"Mon Apr 03 15:16:23 PDT 2017",Infinity
"Mon Apr 03 15:17:48 PDT 2017",630.5014720314033
"Mon Apr 03 15:18:19 PDT 2017",645.2217860647694
"Mon Apr 03 15:18:23 PDT 2017",647.6751717369971
"Mon Apr 03 15:18:38 PDT 2017",655.0353287536801
"Mon Apr 03 15:20:47 PDT 2017",718.3326790971541
"Mon Apr 03 15:22:00 PDT 2017",753.6614327772327
"Mon Apr 03 15:22:45 PDT 2017",776.2325809617272
"Mon Apr 03 15:22:53 PDT 2017",779.6673209028459
"Mon Apr 03 15:24:40 PDT 2017",513.2251815980629
"Mon Apr 03 15:29:40 PDT 2017",239.31753668510947
"Mon Apr 03 15:34:39 PDT 2017",160.03714085494042
"Mon Apr 03 15:42:23 PDT 2017",155.41635519311362
"Mon Apr 03 15:42:26 PDT 2017",155.58624985842113
"Mon Apr 03 15:44:58 PDT 2017",164.1376146788991
"Mon Apr 03 15:44:59 PDT 2017",164.19424623400158
"Mon Apr 03 15:45:38 PDT 2017",166.45950843810172
"Mon Apr 03 15:48:27 PDT 2017",175.97360969532224
"Mon Apr 03 15:49:39 PDT 2017",180.10771321780496
"Mon Apr 03 15:53:11 PDT 2017",179.46585494970884
"Mon Apr 03 15:56:33 PDT 2017",118.3166798836902
"Mon Apr 03 15:56:33 PDT 2017",118.3166798836902
"Mon Apr 03 15:56:56 PDT 2017",119.07665873645256
"Mon Apr 03 15:57:26 PDT 2017",120.06793550092517
"Mon Apr 03 15:58:27 PDT 2017",110.77105831533478
"Mon Apr 03 16:02:50 PDT 2017",84.23188715537508
"Mon Apr 03 16:04:38 PDT 2017",80.58754181934046
"Mon Apr 03 16:05:02 PDT 2017",75.55866835104406
"Mon Apr 03 16:05:10 PDT 2017",75.70728988630452
"Mon Apr 03 16:05:56 PDT 2017",76.54328602214461
"Mon Apr 03 16:06:15 PDT 2017",76.8962621683882
"Mon Apr 03 16:06:28 PDT 2017",77.15634985509399
"Mon Apr 03 16:06:43 PDT 2017",77.43501523370736
"Mon Apr 03 16:07:43 PDT 2017",76.62871646120378
"Mon Apr 03 16:08:02 PDT 2017",76.9550398839739
"Mon Apr 03 16:13:25 PDT 2017",74.9787003254117
"Mon Apr 03 16:13:37 PDT 2017",75.19235446865858
"Mon Apr 03 16:13:39 PDT 2017",75.22522433685042
"Mon Apr 03 16:13:42 PDT 2017",75.25809420504224
"Mon Apr 03 16:14:24 PDT 2017",75.96479637116654
"Mon Apr 03 16:14:52 PDT 2017",76.42497452585215
"Mon Apr 03 16:15:52 PDT 2017",77.3946356375111
"Mon Apr 03 16:16:34 PDT 2017",78.10133780363542
"Mon Apr 03 16:16:39 PDT 2017",78.18351247411498
"Mon Apr 03 16:16:47 PDT 2017",78.3149919468823
"Mon Apr 03 16:17:18 PDT 2017",78.82447490385563
"Mon Apr 03 16:21:41 PDT 2017",65.8172087923563
"Mon Apr 03 16:22:21 PDT 2017",63.1822976267476
"Mon Apr 03 16:22:41 PDT 2017",63.4310662222001
"Mon Apr 03 16:22:42 PDT 2017",63.4310662222001
"Mon Apr 03 16:22:57 PDT 2017",63.617642668789486
"Mon Apr 03 16:24:49 PDT 2017",62.4260586941975
"Mon Apr 03 16:27:17 PDT 2017",56.911163956006625
"Mon Apr 03 16:27:50 PDT 2017",57.27211346553994
"Mon Apr 03 16:29:00 PDT 2017",57.04093567251463
"Mon Apr 03 16:29:55 PDT 2017",57.62573099415205
"Mon Apr 03 16:32:00 PDT 2017",56.62548456424368
"Mon Apr 03 16:34:06 PDT 2017",53.349840610868114
"Mon Apr 03 16:34:29 PDT 2017",53.56297724071466
"Mon Apr 03 16:35:17 PDT 2017",53.221929920713215
"Mon Apr 03 16:36:20 PDT 2017",53.048940464177605
"Mon Apr 03 16:36:35 PDT 2017",53.18408533948393
"Mon Apr 03 16:37:01 PDT 2017",53.409326798327804
"Mon Apr 03 16:37:47 PDT 2017",53.832780740954306
"Mon Apr 03 16:39:58 PDT 2017",51.78353316803098
"Mon Apr 03 16:40:00 PDT 2017",51.80051628681091
"Mon Apr 03 16:40:31 PDT 2017",48.24117063023025
"Mon Apr 03 16:41:09 PDT 2017",48.54848470521488
"Mon Apr 03 16:41:10 PDT 2017",48.54848470521488
"Mon Apr 03 16:42:15 PDT 2017",48.29555610724926
"Mon Apr 03 16:42:22 PDT 2017",48.349863455809334
"Mon Apr 03 16:45:34 PDT 2017",42.688155122289494
"Mon Apr 03 16:45:43 PDT 2017",42.74816632438055
"Mon Apr 03 16:48:09 PDT 2017",42.283813260709636
"Mon Apr 03 16:48:44 PDT 2017",42.516140273887736
"Mon Apr 03 16:51:01 PDT 2017",42.36699317978392
"Mon Apr 03 16:51:29 PDT 2017",42.54348675667839
"Mon Apr 03 16:52:39 PDT 2017",42.03018341947182
"Mon Apr 03 16:57:29 PDT 2017",39.91927619948429
"Mon Apr 03 17:00:54 PDT 2017",37.14658253180584
"Mon Apr 03 17:02:43 PDT 2017",36.820365733212284
"Mon Apr 03 17:07:01 PDT 2017",36.48398324695443
"Mon Apr 03 17:09:05 PDT 2017",36.6356281426033
"Mon Apr 03 17:10:45 PDT 2017",36.65971755211836
"Mon Apr 03 17:11:58 PDT 2017",36.77833491187995
"Mon Apr 03 17:13:11 PDT 2017",37.117258157371815
"Mon Apr 03 17:13:46 PDT 2017",37.27975560384051
"Mon Apr 03 17:16:08 PDT 2017",36.24892730551583
"Mon Apr 03 17:19:02 PDT 2017",34.91899762498217
"Mon Apr 03 17:19:19 PDT 2017",34.994528227464606
"Mon Apr 03 17:20:42 PDT 2017",35.3428082278003
"Mon Apr 03 17:20:51 PDT 2017",35.38057352904151
"Mon Apr 03 17:21:58 PDT 2017",35.657519071477125
"Mon Apr 03 17:23:59 PDT 2017",35.20155482346786
